"Marital status","Application mode","Application order","Course","Daytime/evening attendance","Previous qualification","Previous qualification (grade)","Nacionality","Admission grade","Displaced","Educational special needs","Debtor","Tuition fees up to date","Gender","Scholarship holder","Age at enrollment","International","Curricular units 1st sem (credited)","Curricular units 2nd sem (credited)","Unemployment rate","Inflation rate","GDP","Target","total_enrolled","total_approved","avg_grade","units_without_evaluation","units_with_evaluation","parental_scores"
1,1,3,9500,1,1,143,1,133.8,1,0,0,1,0,0,18,0,0,0,9.4,-0.8,-3.12,"Enrolled",16,16,14.26875,0,16,2.41176470588235
1,1,2,9773,1,1,108,1,115,1,0,1,0,0,0,20,0,0,0,8.9,1.4,3.51,"Dropout",12,0,0,0,0,2.41176470588235
1,1,1,9147,1,1,130,1,131.8,1,0,0,1,0,1,19,0,0,0,7.6,2.6,0.32,"Enrolled",10,5,11.9166666666667,0,19,1.94117647058824
1,1,1,9238,1,1,135,1,121,0,0,0,1,0,0,21,0,0,0,7.6,2.6,0.32,"Enrolled",12,6,10.6,0,26,2.17647058823529
2,39,1,9991,0,3,140,1,152.4,0,0,0,1,0,0,26,0,0,0,10.8,1.4,1.74,"Graduate",10,10,13.4166666666667,0,11,2.88235294117647
1,43,2,9556,1,1,120,1,110.2,0,0,0,1,0,0,27,0,0,1,10.8,1.4,1.74,"Graduate",15,15,12.7205357142857,0,19,2.64705882352941
1,1,1,9670,1,1,117,1,113.5,1,0,0,1,0,0,20,0,0,0,9.4,-0.8,-3.12,"Graduate",10,8,11.125,0,11,2.64705882352941
1,17,1,9238,1,1,151,1,144.4,1,0,0,1,0,0,18,0,0,0,16.2,0.3,-0.92,"Graduate",12,12,15.9017857142857,0,15,2.17647058823529
1,53,1,9085,1,42,140,1,143.3,1,0,0,0,0,0,23,0,7,4,8.9,1.4,3.51,"Enrolled",21,15,13.5833333333333,0,34,1.94117647058824
1,39,1,9500,1,19,133.1,1,100,0,0,0,1,0,0,24,0,0,0,12.7,3.7,-1.7,"Graduate",16,14,12.6142857142857,0,22,2.17647058823529
1,44,1,9238,1,39,130,1,126.3,1,0,0,1,0,1,19,0,3,2,13.9,-0.3,0.79,"Graduate",12,11,11.85,0,13,1.94117647058824
1,1,1,9773,1,1,125,1,115.9,0,0,0,1,0,0,19,0,0,0,10.8,1.4,1.74,"Graduate",12,8,11.375,0,23,2.64705882352941
1,1,4,9238,1,1,125,1,114.9,1,0,1,1,0,1,19,0,0,0,8.9,1.4,3.51,"Enrolled",12,8,10.7,0,18,2.41176470588235
1,1,1,9238,1,1,135,1,121,0,0,1,1,0,0,18,0,0,0,7.6,2.6,0.32,"Enrolled",12,7,10.3,0,24,2.64705882352941
1,51,1,8014,0,1,121,1,112.3,0,0,0,1,0,0,22,0,14,13,16.2,0.3,-0.92,"Graduate",29,24,11.1888111888112,0,29,2.17647058823529
1,43,1,9070,1,1,141,1,127,0,0,0,1,0,0,20,0,0,0,12.7,3.7,-1.7,"Graduate",12,10,12.4,0,15,2.64705882352941
1,39,1,9003,1,1,130,1,120,0,0,0,1,0,0,25,0,0,0,11.1,0.6,2.02,"Dropout",12,0,0,0,12,2.41176470588235
1,44,1,9003,1,39,180,1,180,0,0,0,1,0,0,21,0,0,0,15.5,2.8,-4.06,"Graduate",12,12,15.6666666666667,0,14,2.41176470588235
1,1,1,9500,1,1,117,1,117.4,1,0,0,1,0,0,19,0,0,0,11.1,0.6,2.02,"Enrolled",14,11,11.7541666666667,0,21,2.41176470588235
1,17,4,9773,1,1,127,1,115.8,1,0,0,1,0,0,18,0,0,0,13.9,-0.3,0.79,"Graduate",12,12,13.1190476190475,0,13,3.11764705882353
1,1,3,9670,1,1,126,1,136.5,1,0,0,1,0,0,18,0,0,0,7.6,2.6,0.32,"Graduate",10,7,12.625,1,14,1.47058823529412
1,17,3,9500,1,1,143,1,129,1,0,0,1,1,0,19,0,0,0,13.9,-0.3,0.79,"Graduate",15,15,13.9034722222222,0,17,1.94117647058824
1,1,1,9085,1,1,144,13,137.6,1,0,0,1,0,1,19,1,0,0,10.8,1.4,1.74,"Graduate",10,10,15.7,0,11,2.41176470588235
1,17,2,9773,1,1,126,1,129.5,1,0,1,0,0,0,18,0,0,0,10.8,1.4,1.74,"Dropout",12,9,11.975,0,18,1.94117647058824
1,51,1,9238,1,39,140,1,129.1,1,0,0,1,0,1,20,0,6,6,12.4,0.5,1.79,"Graduate",22,22,13.1818181818182,0,22,2.17647058823529
1,17,5,9500,1,1,148,1,130.2,1,0,0,1,0,0,19,0,0,0,12.4,0.5,1.79,"Dropout",15,0,0,0,0,2.41176470588235
1,42,1,9500,1,1,100,1,134.3,1,0,0,1,0,0,28,0,12,11,16.2,0.3,-0.92,"Graduate",34,34,13.4747368421052,0,40,2.64705882352941
1,1,1,9238,1,1,151,1,138.4,1,0,0,1,0,1,20,0,0,0,12.7,3.7,-1.7,"Graduate",12,12,12.625,0,16,1.47058823529412
1,42,1,8014,0,1,120,1,120,1,0,0,1,0,0,30,0,9,5,7.6,2.6,0.32,"Dropout",18,16,14.0793650793651,1,26,1.70588235294118
1,1,4,9500,1,1,135,1,123.5,1,0,0,1,0,1,19,0,0,0,12.4,0.5,1.79,"Graduate",15,15,12.0116071428571,0,18,2.41176470588235
1,1,2,9070,1,1,121,1,116.1,1,0,0,1,0,0,22,0,0,0,12.7,3.7,-1.7,"Graduate",12,11,12.4333333333333,0,14,3.35294117647059
1,1,1,9254,1,1,116,1,110.8,1,0,0,1,0,0,18,0,0,0,11.1,0.6,2.02,"Graduate",12,12,12.8333333333333,0,14,1.94117647058824
1,17,1,9853,1,1,147,1,142.8,1,0,0,1,0,0,23,0,0,0,7.6,2.6,0.32,"Dropout",12,4,10.5,0,26,1.47058823529412
1,17,4,9070,1,1,160,1,155.5,1,0,0,1,0,0,18,0,0,0,11.1,0.6,2.02,"Graduate",12,12,14.5,0,12,2.64705882352941
1,1,1,9853,1,1,133,1,126.7,1,0,0,1,0,0,18,0,0,0,15.5,2.8,-4.06,"Enrolled",12,9,11.9166666666667,0,15,2.88235294117647
2,39,1,9773,1,19,100,1,163.5,0,0,1,0,1,0,50,0,0,0,10.8,1.4,1.74,"Dropout",11,1,7.5,0,19,1.47058823529412
1,1,1,171,1,1,151,41,161.9,1,0,0,1,0,1,19,1,0,0,13.9,-0.3,0.79,"Graduate",0,0,0,0,0,2.41176470588235
1,17,2,9254,1,1,124,41,123.3,1,0,0,1,0,0,22,1,0,0,13.9,-0.3,0.79,"Graduate",12,12,10.75,0,13,1.94117647058824
1,44,1,9238,1,39,140,41,137.5,0,0,1,1,0,1,23,1,3,2,12.4,0.5,1.79,"Graduate",12,12,13.5714285714285,0,13,2.17647058823529
1,18,4,9085,1,1,170,1,166.6,0,0,1,0,0,1,20,0,2,0,12.7,3.7,-1.7,"Dropout",10,10,14.2,1,14,1.94117647058824
4,39,1,9238,1,19,133.1,1,103.5,0,0,0,0,0,0,44,0,0,0,13.9,-0.3,0.79,"Dropout",12,0,0,0,0,1.94117647058824
4,39,1,9003,1,19,133.1,1,110,0,0,0,1,1,0,49,0,6,3,15.5,2.8,-4.06,"Graduate",24,16,11.6111111111111,0,36,1.47058823529412
2,43,1,9991,0,1,100,1,128.2,0,0,0,1,1,0,46,0,6,4,7.6,2.6,0.32,"Graduate",20,19,12.5,0,25,1.47058823529412
1,39,1,9085,1,39,120,1,137.7,1,0,0,0,1,0,41,0,3,2,12.4,0.5,1.79,"Dropout",5,5,11.6666666666667,0,5,2.41176470588235
1,17,3,9500,1,1,133,1,128.8,1,0,0,1,1,0,18,0,0,0,13.9,-0.3,0.79,"Graduate",15,15,12.159375,0,17,2.17647058823529
3,39,1,9991,0,1,120,1,170,0,0,0,1,1,0,43,0,0,0,9.4,-0.8,-3.12,"Graduate",10,10,12.9,0,11,2.17647058823529
4,39,2,9147,1,19,133.1,1,116.4,0,0,1,0,1,0,70,0,0,0,10.8,1.4,1.74,"Dropout",10,0,0,0,14,1.94117647058824
4,39,1,9130,1,19,133.1,1,100.9,0,0,0,1,1,0,48,0,0,0,15.5,2.8,-4.06,"Dropout",12,0,0,0,0,1.70588235294118
2,43,1,9003,1,1,133.1,1,136,0,0,0,1,1,0,41,0,18,12,15.5,2.8,-4.06,"Graduate",32,32,12.5344129554655,0,32,1.94117647058824
1,1,1,9254,1,1,140,1,130,0,0,0,1,1,0,21,0,0,0,12.7,3.7,-1.7,"Enrolled",12,10,12.7857142857142,0,18,2.88235294117647
1,39,1,33,1,1,100,41,100,0,0,1,0,1,0,35,1,0,0,16.2,0.3,-0.92,"Dropout",14,3,5.625,0,25,1.70588235294118
2,39,1,9130,1,19,133.1,1,157,1,0,0,1,1,0,44,0,1,1,10.8,1.4,1.74,"Graduate",10,8,14.75,5,22,2.88235294117647
1,1,1,9147,1,1,143,1,152.1,1,0,1,1,1,0,18,0,0,0,13.9,-0.3,0.79,"Dropout",10,6,13.4166666666667,0,21,1.94117647058824
2,1,1,8014,0,1,165,1,162.9,1,0,0,1,1,0,45,0,0,0,7.6,2.6,0.32,"Graduate",12,12,13.6666666666666,0,13,1.47058823529412
1,1,1,9254,1,1,154,1,137.2,0,0,0,1,1,0,20,0,0,0,15.5,2.8,-4.06,"Enrolled",12,8,10.4,0,21,3.11764705882353
1,44,1,9003,1,39,140,1,140,1,0,0,1,1,0,22,0,0,0,12.4,0.5,1.79,"Graduate",12,11,12.1571428571428,0,23,2.41176470588235
1,43,1,9119,1,1,140,1,146.5,0,0,0,1,1,0,39,0,0,0,13.9,-0.3,0.79,"Dropout",10,4,17.1666666666667,0,21,2.17647058823529
1,44,1,9085,1,39,130,1,130,0,0,0,0,1,0,20,0,2,1,12.4,0.5,1.79,"Enrolled",12,8,12.6,0,31,3.82352941176471
2,39,1,9147,1,19,133.1,1,128,0,0,0,1,1,0,49,0,0,0,8.9,1.4,3.51,"Dropout",10,6,13.8333333333333,0,17,2.41176470588235
1,7,1,9556,1,4,190,1,190,1,0,0,1,1,0,43,0,4,1,11.1,0.6,2.02,"Dropout",5,5,13.1875,0,5,2.88235294117647
2,39,1,9991,0,1,120,1,133.2,1,0,0,1,1,0,32,0,0,0,7.6,2.6,0.32,"Dropout",10,0,0,0,10,1.47058823529412
1,39,1,9238,1,12,100,1,124.3,0,0,0,1,1,0,47,0,3,3,10.8,1.4,1.74,"Graduate",16,16,13.984126984127,0,16,1.47058823529412
5,39,1,9991,0,1,120,1,138.1,0,0,0,1,1,1,37,0,0,0,16.2,0.3,-0.92,"Dropout",10,9,13.1666666666667,2,19,1.47058823529412
2,39,1,8014,0,1,133.1,1,144.3,0,0,0,1,1,0,41,0,6,3,10.8,1.4,1.74,"Graduate",17,17,12.3214285714285,0,17,2.41176470588235
2,39,1,9003,1,1,150,1,140,0,0,0,1,1,0,60,0,17,11,15.5,2.8,-4.06,"Graduate",31,31,14.1709401709401,0,31,1.94117647058824
2,39,1,9254,1,1,120,1,148.3,0,0,0,1,1,0,47,0,6,6,10.8,1.4,1.74,"Graduate",20,20,15.2525252525252,0,20,1.94117647058824
1,39,1,8014,0,1,133.1,1,96,0,0,1,0,1,0,50,0,0,0,12.4,0.5,1.79,"Dropout",11,0,0,0,12,2.17647058823529
2,39,1,9991,0,19,133.1,1,121.7,1,0,0,1,1,0,45,0,0,0,7.6,2.6,0.32,"Dropout",10,0,0,0,10,1
1,39,1,9119,1,1,100,1,160,0,0,1,0,1,0,45,0,0,0,15.5,2.8,-4.06,"Dropout",10,0,0,0,10,1.70588235294118
2,39,1,9085,1,1,133.1,1,110.3,0,0,0,1,1,0,33,0,0,0,7.6,2.6,0.32,"Graduate",10,9,12.55,0,13,1
1,1,1,9500,1,1,143,1,129,0,0,0,1,1,0,18,0,0,0,10.8,1.4,1.74,"Graduate",16,14,13.1057142857142,0,16,2.88235294117647
2,39,1,9085,1,1,120,1,150,0,0,0,1,1,0,43,0,0,0,9.4,-0.8,-3.12,"Graduate",10,10,13.95,2,13,2.41176470588235
1,43,1,8014,0,1,161,1,100,0,0,0,1,1,0,44,0,9,9,12.7,3.7,-1.7,"Graduate",24,24,11.9230769230769,0,29,2.64705882352941
1,39,1,9130,1,9,133.1,1,107.5,0,0,0,1,1,0,29,0,0,0,7.6,2.6,0.32,"Dropout",10,0,0,0,10,1.23529411764706
4,39,1,9670,1,1,140,1,170,0,0,1,0,1,0,53,0,0,0,12.7,3.7,-1.7,"Dropout",12,3,7.16666666666665,0,17,2.64705882352941
2,42,1,9991,0,6,123,1,123,0,0,0,1,1,0,37,0,0,0,9.4,-0.8,-3.12,"Enrolled",10,10,16.7,0,15,1.47058823529412
1,43,1,9670,1,1,142,1,138.5,1,0,0,1,1,0,18,0,0,0,13.9,-0.3,0.79,"Enrolled",12,10,13.1,0,23,2.17647058823529
1,43,1,33,1,19,133.1,1,140,0,0,1,1,1,0,35,0,3,1,16.2,0.3,-0.92,"Dropout",19,9,12.3333333333333,2,29,1.94117647058824
1,1,1,9254,1,1,115,1,113.6,0,0,0,1,1,0,23,0,0,0,11.1,0.6,2.02,"Enrolled",12,12,12.5,0,19,2.88235294117647
1,1,1,171,1,1,156,1,170,1,0,0,1,1,0,22,0,0,0,7.6,2.6,0.32,"Graduate",0,0,0,0,0,2.17647058823529
1,39,1,8014,0,1,140,1,115.5,0,0,0,0,1,0,33,0,0,0,10.8,1.4,1.74,"Dropout",12,1,5.5,0,6,1.47058823529412
1,7,3,9130,1,3,130,1,130,0,0,0,0,1,0,41,0,0,0,10.8,1.4,1.74,"Dropout",10,0,0,7,18,1.70588235294118
4,7,1,9500,1,3,140,1,140,0,0,0,1,1,0,51,0,4,6,13.9,-0.3,0.79,"Graduate",15,15,15.8875,0,15,1.94117647058824
1,51,1,9670,1,1,140,1,126.6,0,0,0,1,1,0,19,0,2,1,11.1,0.6,2.02,"Graduate",13,13,14.4017857142857,0,15,2.64705882352941
1,39,1,9991,0,1,133.1,1,143.2,0,0,0,1,1,0,35,0,0,0,11.1,0.6,2.02,"Dropout",10,0,0,0,10,1.47058823529412
1,1,2,171,1,1,131,41,131.4,1,0,0,1,1,0,20,1,0,0,7.6,2.6,0.32,"Graduate",0,0,0,0,0,2.64705882352941
1,43,1,9670,1,1,141,1,133.3,1,0,0,1,1,0,18,0,0,0,13.9,-0.3,0.79,"Enrolled",12,9,12.475,0,21,3.58823529411765
1,1,1,9773,1,1,120,1,118.3,0,0,1,0,1,1,18,0,0,0,13.9,-0.3,0.79,"Dropout",12,8,12.0833333333333,0,26,1.94117647058824
1,44,1,9003,1,39,140,1,140,0,0,0,1,1,0,21,0,0,0,13.9,-0.3,0.79,"Graduate",12,10,11.9047619047619,0,23,2.88235294117647
1,1,1,9254,1,1,132,1,124.7,1,0,0,1,1,0,21,0,0,0,13.9,-0.3,0.79,"Graduate",12,11,11.8,0,17,2.88235294117647
2,39,2,9147,1,1,130,1,140,0,0,0,1,1,0,34,0,0,0,9.4,-0.8,-3.12,"Graduate",10,7,12.2083333333333,1,17,2.64705882352941
4,39,1,9130,1,1,140,1,150,1,0,0,1,1,0,34,0,0,0,16.2,0.3,-0.92,"Dropout",12,0,0,0,15,2.41176470588235
1,17,2,9670,1,1,110,1,115.6,1,0,0,1,1,0,21,0,0,0,11.1,0.6,2.02,"Graduate",12,11,11.9375,0,18,2.17647058823529
1,43,1,9773,1,1,140,1,116.9,0,0,0,1,1,0,32,0,6,5,13.9,-0.3,0.79,"Enrolled",18,13,11.8095238095237,0,25,2.41176470588235
1,17,2,9254,1,1,130,1,123.4,1,0,0,1,1,0,30,0,0,0,7.6,2.6,0.32,"Dropout",12,5,10.6666666666667,0,32,2.17647058823529
1,1,1,171,1,1,137,1,146.5,1,0,1,1,1,0,19,0,6,4,8.9,1.4,3.51,"Enrolled",23,21,11.5909090909091,0,28,2.41176470588235
1,51,1,9773,1,1,158,1,117.1,1,0,0,1,1,0,20,0,1,1,8.9,1.4,3.51,"Dropout",13,11,13.4166666666667,0,14,2.41176470588235
1,1,1,9070,1,1,124,1,113.9,1,0,0,1,1,0,18,0,0,0,12.4,0.5,1.79,"Dropout",12,0,0,0,0,2.88235294117647
1,1,1,9254,1,1,136,1,128.7,0,0,0,1,1,0,19,0,0,0,8.9,1.4,3.51,"Graduate",12,12,13.4642857142857,0,13,2.88235294117647
1,17,3,9500,1,1,142,1,132.9,1,0,0,1,1,0,18,0,0,0,12.4,0.5,1.79,"Dropout",14,11,13.3,0,17,2.41176470588235
1,39,1,9991,0,1,150,1,123,0,0,0,1,1,0,27,0,0,0,12.7,3.7,-1.7,"Dropout",10,7,10.9166666666667,0,17,2.41176470588235
1,39,1,9773,1,12,120,1,129.8,1,0,0,1,1,0,52,0,0,0,9.4,-0.8,-3.12,"Graduate",12,11,14,0,13,1.47058823529412
2,43,1,9003,1,1,149,1,156.1,1,0,0,0,1,0,29,0,0,0,15.5,2.8,-4.06,"Dropout",12,0,0,0,14,1.94117647058824
1,51,1,9003,1,39,130,1,120,1,0,1,0,1,0,22,0,0,0,8.9,1.4,3.51,"Dropout",12,5,11.1666666666667,0,25,2.41176470588235
1,43,1,9085,1,1,110,25,117.2,1,0,0,1,1,0,28,1,13,10,15.5,2.8,-4.06,"Graduate",31,30,11.9642857142857,18,71,1.94117647058824
1,39,1,9670,1,6,133.1,1,107,1,0,0,1,1,0,30,0,0,0,7.6,2.6,0.32,"Dropout",10,0,0,0,10,1.70588235294118
1,1,2,9500,1,1,134,1,128.4,1,0,0,1,0,0,18,0,0,0,16.2,0.3,-0.92,"Graduate",15,15,13.7079365079365,0,16,2.17647058823529
1,1,2,9670,1,1,130,1,123.4,1,0,0,1,0,0,21,0,0,0,9.4,-0.8,-3.12,"Graduate",10,7,12.5416666666667,0,10,1.94117647058824
1,1,1,9070,1,1,141,1,126.7,1,0,1,1,0,1,20,0,0,0,12.7,3.7,-1.7,"Graduate",12,12,14,0,19,1.47058823529412
1,42,1,9500,1,1,123,1,123,1,0,0,1,0,1,21,0,0,0,9.4,-0.8,-3.12,"Graduate",16,16,13.105,0,16,2.41176470588235
2,39,1,9991,0,19,133.1,1,137.2,0,0,1,0,0,0,32,0,0,0,10.8,1.4,1.74,"Dropout",10,0,0,0,11,2.41176470588235
1,1,3,9070,1,1,122,1,125.9,1,0,0,1,1,1,20,0,0,0,12.4,0.5,1.79,"Graduate",12,12,13.8333333333333,0,13,1.47058823529412
1,1,4,171,1,1,132,1,138,1,0,1,0,1,0,19,0,0,0,15.5,2.8,-4.06,"Dropout",0,0,0,0,0,2.41176470588235
1,15,1,9670,1,1,133.1,41,128.2,0,0,1,0,1,0,18,1,0,0,8.9,1.4,3.51,"Dropout",12,7,11.7916666666667,0,13,1.70588235294118
1,43,1,9991,0,1,130,1,126.5,1,0,0,0,1,0,23,0,10,10,7.6,2.6,0.32,"Dropout",29,23,11.1818181818181,1,45,2.41176470588235
1,1,1,9254,1,1,111,1,112.4,1,0,0,1,1,0,20,0,0,0,12.4,0.5,1.79,"Graduate",12,10,12.6666666666667,0,19,2.41176470588235
2,43,2,9147,1,1,133.1,1,109,1,0,0,1,0,0,46,0,4,0,9.4,-0.8,-3.12,"Graduate",14,13,11.5875,2,29,1.47058823529412
1,17,1,9003,1,1,125,1,100,0,0,0,1,1,0,27,0,16,9,15.5,2.8,-4.06,"Graduate",30,30,12.3034188034188,0,34,2.88235294117647
1,5,1,171,1,1,137,1,144.7,1,0,0,1,1,0,20,0,0,0,16.2,0.3,-0.92,"Enrolled",0,0,0,0,0,3.35294117647059
2,43,3,8014,0,19,100,1,120,1,0,0,1,1,0,41,0,5,3,9.4,-0.8,-3.12,"Graduate",16,15,12,0,19,1.47058823529412
1,15,1,9147,1,1,133.1,21,100,0,0,1,1,1,0,40,1,0,0,11.1,0.6,2.02,"Enrolled",10,2,10.5,0,20,1.94117647058824
2,44,1,8014,0,39,150,1,154,0,0,0,1,1,0,37,0,12,6,12.4,0.5,1.79,"Graduate",27,26,13.5625,0,31,1.94117647058824
1,1,4,9147,1,1,120,1,111.3,0,0,0,1,1,0,20,0,0,0,12.4,0.5,1.79,"Enrolled",10,10,10.7,0,15,2.17647058823529
1,44,1,9130,1,39,150,1,150,1,0,0,1,0,0,20,0,0,0,10.8,1.4,1.74,"Enrolled",10,8,12.2,1,13,1.94117647058824
1,7,1,9991,0,40,133.1,1,100,0,0,0,1,0,0,26,0,8,4,12.4,0.5,1.79,"Graduate",16,16,12.4523809523809,0,18,2.64705882352941
2,39,1,8014,0,1,133.1,1,162.5,0,0,0,1,1,0,54,0,4,2,8.9,1.4,3.51,"Graduate",16,16,14.0952380952381,0,16,1.94117647058824
1,17,5,9670,1,1,132,1,134.1,1,0,0,1,1,0,21,0,0,0,10.8,1.4,1.74,"Graduate",12,12,14.5833333333333,0,15,2.88235294117647
1,1,1,9085,1,1,134,1,133,1,0,0,1,0,1,20,0,0,0,11.1,0.6,2.02,"Graduate",12,12,15.1428571428571,0,16,1.47058823529412
1,17,6,9773,1,1,126,1,119,1,0,0,1,0,0,18,0,0,0,12.4,0.5,1.79,"Dropout",12,0,0,0,0,2.41176470588235
1,1,3,9500,1,1,136,1,131.1,1,0,0,1,0,0,19,0,0,0,15.5,2.8,-4.06,"Enrolled",15,13,13.3529365079364,0,21,2.17647058823529
1,1,2,9238,1,1,129,1,129.4,1,0,0,1,0,0,18,0,0,0,9.4,-0.8,-3.12,"Graduate",12,12,12.25,0,14,2.17647058823529
1,1,1,9085,1,1,126,1,123.9,1,0,0,1,0,0,19,0,0,0,12.4,0.5,1.79,"Enrolled",12,8,12,0,31,2.41176470588235
1,44,1,9085,1,39,140,1,140,1,0,1,1,0,0,22,0,2,1,13.9,-0.3,0.79,"Dropout",12,9,12,0,21,2.17647058823529
1,43,1,9085,1,1,162,1,162,0,0,0,1,0,0,19,0,0,0,12.4,0.5,1.79,"Graduate",12,12,15.3125,0,15,2.64705882352941
1,1,1,171,1,1,148,1,131.6,1,0,0,1,0,0,21,0,6,4,8.9,1.4,3.51,"Dropout",23,17,13.2875,1,25,3.11764705882353
1,17,1,9853,1,1,119,1,110.6,0,0,0,1,0,0,20,0,0,0,11.1,0.6,2.02,"Enrolled",14,12,13.0833333333333,0,16,2.41176470588235
1,17,3,9773,1,1,123,1,117.4,1,0,0,1,0,1,18,0,0,0,16.2,0.3,-0.92,"Graduate",12,12,13.1666666666667,0,12,2.41176470588235
1,17,1,9773,1,1,150,1,137.8,1,0,0,1,0,1,18,0,0,0,8.9,1.4,3.51,"Graduate",12,12,15.25,0,12,2.41176470588235
1,17,1,9670,1,1,113,1,106.7,1,0,1,1,0,0,20,0,0,0,15.5,2.8,-4.06,"Dropout",12,6,11.0833333333333,0,20,1.94117647058824
1,1,1,9500,1,1,152,1,156.9,0,0,0,1,0,1,18,0,0,0,15.5,2.8,-4.06,"Graduate",15,15,14.650875,0,18,2.64705882352941
1,1,3,9500,1,1,154,1,129,1,0,0,1,0,0,18,0,0,0,9.4,-0.8,-3.12,"Enrolled",16,12,13.345,4,18,2.88235294117647
1,1,2,9773,1,1,130,1,124.8,1,0,0,1,0,1,20,0,0,0,12.4,0.5,1.79,"Graduate",12,11,12.5666666666667,0,13,1.47058823529412
1,1,1,9238,1,1,121,1,115.1,1,0,0,1,0,0,19,0,0,0,11.1,0.6,2.02,"Graduate",12,12,11.4880952380952,0,17,3.35294117647059
1,1,1,9070,1,1,153,1,146.7,1,0,0,1,0,0,18,0,0,0,12.7,3.7,-1.7,"Graduate",12,11,13.8333333333333,0,12,3.11764705882353
1,1,1,9500,1,1,148,1,132.8,0,0,0,1,0,0,18,0,0,0,10.8,1.4,1.74,"Graduate",16,14,14.5371428571428,0,16,1.94117647058824
1,5,3,9085,1,1,143,1,159.1,0,0,1,1,0,1,18,0,0,0,7.6,2.6,0.32,"Dropout",10,10,14.2,0,10,1.23529411764706
1,17,3,171,1,1,147,1,137.6,1,0,0,1,0,1,20,0,0,0,12.7,3.7,-1.7,"Graduate",0,0,0,0,0,2.41176470588235
1,17,1,9773,1,1,138,1,124,0,0,0,1,0,1,19,0,0,0,11.1,0.6,2.02,"Graduate",12,12,13.5,0,12,1.94117647058824
1,39,1,9500,1,1,120,1,149,0,0,0,0,1,0,36,0,0,0,15.5,2.8,-4.06,"Dropout",13,2,5.75,0,24,2.88235294117647
1,17,1,9238,1,1,145,1,129.6,0,0,0,1,0,1,19,0,0,0,11.1,0.6,2.02,"Graduate",12,12,11.8809523809524,0,14,2.64705882352941
1,17,3,9238,1,1,118,1,110,1,0,0,1,0,0,18,0,0,0,8.9,1.4,3.51,"Graduate",12,11,12.8,0,12,2.41176470588235
1,1,3,9773,1,1,121,1,116.1,0,0,0,1,0,1,18,0,0,0,12.4,0.5,1.79,"Graduate",12,12,12.6666666666666,0,12,3.35294117647059
1,1,3,9773,1,1,135,1,133.3,1,0,0,1,0,1,18,0,0,0,8.9,1.4,3.51,"Graduate",12,12,14.5,0,12,1.94117647058824
1,44,1,9070,1,1,140,1,144.3,1,0,0,1,0,0,19,0,2,5,12.4,0.5,1.79,"Graduate",16,16,13.1111111111111,0,16,1.70588235294118
1,18,3,9500,1,1,145,1,133.6,1,0,0,1,0,0,18,0,0,0,11.1,0.6,2.02,"Graduate",15,15,13.0185714285714,0,16,1.94117647058824
1,1,1,9130,1,1,133,1,123.2,1,0,0,1,0,1,19,0,0,0,8.9,1.4,3.51,"Graduate",12,12,13.5,0,15,1.47058823529412
1,1,1,9853,1,1,127,1,137.2,1,0,0,1,0,0,18,0,0,0,10.8,1.4,1.74,"Enrolled",12,10,12.4583333333333,0,17,2.41176470588235
1,53,1,9070,1,42,130,1,130,1,0,0,0,0,1,22,0,0,0,8.9,1.4,3.51,"Enrolled",12,10,11.5,0,18,3.11764705882353
1,1,2,9238,1,1,117,1,110,1,0,1,0,0,0,18,0,0,0,11.1,0.6,2.02,"Dropout",12,0,0,0,0,2.17647058823529
1,17,4,9147,1,1,125,1,118,1,0,0,1,0,0,19,0,0,0,8.9,1.4,3.51,"Graduate",10,10,12.9,0,13,2.88235294117647
1,1,1,9773,1,1,141,1,128.4,1,0,0,1,0,0,18,0,0,0,11.1,0.6,2.02,"Graduate",12,12,14.75,0,12,1.47058823529412
1,1,3,9853,1,1,122,1,113.6,0,0,0,1,0,0,19,0,0,0,11.1,0.6,2.02,"Graduate",14,14,14.0714285714285,0,14,2.17647058823529
1,17,2,9147,1,1,118,1,113.5,1,0,1,1,0,0,20,0,0,0,11.1,0.6,2.02,"Enrolled",10,5,10.75,0,18,2.41176470588235
1,17,3,9070,1,1,142,1,146.9,1,0,0,1,0,1,18,0,0,0,16.2,0.3,-0.92,"Graduate",12,12,12.5833333333333,0,12,2.17647058823529
1,1,1,9130,1,1,143,1,141.3,0,0,1,0,0,0,23,0,0,0,11.1,0.6,2.02,"Enrolled",12,10,13.5,0,21,2.64705882352941
1,1,4,9773,1,1,143,1,129.7,1,0,0,1,0,0,20,0,0,0,8.9,1.4,3.51,"Dropout",10,0,0,0,4,2.17647058823529
1,1,5,9070,1,1,123,1,121.3,1,0,0,1,0,0,20,0,0,0,12.4,0.5,1.79,"Enrolled",12,12,11.3333333333333,0,15,1.94117647058824
1,1,1,9238,1,1,115,1,109.1,1,0,1,0,0,1,22,0,0,0,12.4,0.5,1.79,"Dropout",12,0,0,0,0,1.70588235294118
1,17,2,9853,1,1,112,1,107.1,1,0,0,1,0,1,18,0,0,0,11.1,0.6,2.02,"Graduate",14,13,12.9047619047619,0,17,2.64705882352941
1,17,1,9500,1,1,135,1,129.2,0,0,0,1,0,1,18,0,0,0,11.1,0.6,2.02,"Graduate",15,15,13.886746031746,0,16,1.94117647058824
1,1,1,9500,1,1,162,1,154.1,0,0,0,1,0,0,18,0,0,0,11.1,0.6,2.02,"Graduate",15,15,14.2972222222222,0,16,3.35294117647059
